MovieID,Name,Date_Added,Release_Year,Rating,Duration(minutes),Description
2706,The Birth Reborn 3,"December 28, 2018",2018,TV-14,73,"This intimate look at a São Paulo birth center features interviews with mothers, activists, doctors and midwives. Third in a series of films."
2707,When Angels Sleep,"December 28, 2018",2018,TV-MA,96,"After a businessman falls asleep at the wheel and hits a woman with his car, his interactions with her scared friend unleash a string of dark events."
2708,Bad Seeds,"December 21, 2018",2018,TV-MA,105,"Troubled by his past, a scam artist who runs a petty racket with his adoptive mom finds redemption while mentoring a group of difficult students."
2709,Bird Box,"December 21, 2018",2018,R,124,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety."
2710,Struggle: The Life and Lost Art of Szukalski,"December 21, 2018",2018,TV-MA,105,"Artists in LA discover the work of forgotten Polish sculptor Stanislav Szukalski, a mad genius whose true story unfolds chapter by astounding chapter."
2711,23:59,"December 20, 2018",2011,R,78,"When an army recruit is found dead, his fellow soldiers are forced to confront a terrifying secret that's haunting their jungle island training camp."
2712,Aggretsuko: We Wish You a Metal Christmas,"December 20, 2018",2018,TV-PG,22,"While Retsuko desperately makes plans for Christmas Eve, her new obsession with seeking validation through social media spirals out of control."
2713,Imperfect,"December 20, 2018",2012,TV-MA,95,"After a brawl lands him in a Boys’ Home, a teen seems to be on a promising path until loyalty to his gangster buddy leads to even bigger trouble."
2714,Lang Tong,"December 20, 2018",2015,TV-MA,82,"After seducing a philandering con man, a rebellious young woman enlists his help in carrying out a heinous crime against her sister."
2715,Miss J Contemplates Her Choice,"December 20, 2018",2014,TV-MA,89,The life of a radio talk-show host is turned upside down after a murderous caller dials into her program and asks her to choose his next victim.
2716,Ascharyachakit!,"December 19, 2018",2018,TV-MA,90,"Entangling the lives of a movie star, a chauffeur, a prostitute and a pimp, this bold drama reveals ugly truths beneath Mumbai’s glitzy veneer."
2717,Lilli,"December 17, 2018",2018,TV-MA,85,"A woman who's about to give birth finds her maternal instincts kicking in when she's abducted, imprisoned and brutalized by a vicious gang."
2718,Prince of Peoria: A Christmas Moose Miracle,"December 17, 2018",2018,TV-G,29,"Teddy's never missed the Festival of Lights, but the bowling alley’s been snowed in! Not to worry – Emil insists the Christmas moose will save the day."
2719,Andhadhun,"December 16, 2018",2018,TV-14,137,A visually impaired pianist’s world careens into a series of shocking twists after he unintentionally lands at the murder scene of a former film star.
2720,Dragons: Dawn of the Dragon Racers,"December 16, 2018",2014,TV-PG,27,"The ""How to Train Your Dragon"" adventure continues when a hunt for lost sheep turns into a fierce, fun-filled competition."
2721,Kill the Messenger,"December 16, 2018",2014,R,112,"In the 1980s, a crusading journalist uncovers secret CIA funding for Nicaraguan rebels, but the powers that be silence his investigation."
2722,Maps to the Stars,"December 16, 2018",2014,R,112,A showbiz family revolving around its teen celebrity son desperately tries to hang on to fame and success in this savage satire of Hollywood.
2723,Springsteen on Broadway,"December 16, 2018",2018,TV-MA,153,Bruce Springsteen shares personal stories from his life and acoustic versions of some of his best-known songs in an intimate one-man show.
2724,The Theory of Everything,"December 16, 2018",2014,PG-13,123,"As his esteem grows in the world of physics, Stephen Hawking's body is ravaged by ALS, forcing his increasing dependence on his devoted wife, Jane."
2725,F.R.E.D.I.,"December 15, 2018",2018,TV-PG,90,"Venturing into the woods, high schooler James discovers an intelligent robot that he must save from the hands of a businessman with an evil scheme."
2726,Kita Kita,"December 15, 2018",2017,TV-14,84,"When a tour guide in Japan goes blind after seeing her fiancé’s infidelity, she befriends a fellow Filipino keen to coax her out of the darkness."
2727,Once in a Lifetime Sessions with George Ezra,"December 15, 2018",2018,TV-MA,78,English singer-songwriter George Ezra performs his standout songs and speaks about his transformation from aspiring bassist to pop star.
2728,Once in a Lifetime Sessions with Kasabian,"December 15, 2018",2018,TV-MA,79,"Between shots of live performances, Tom Meighan and Sergio Pizzorno of the English rock band talk about the 20-plus years of making music together."
2729,Once in a Lifetime Sessions with OneRepublic,"December 15, 2018",2018,TV-PG,73,"Exclusive interviews, live performances and studio recording sessions offer an intimate look at how OneRepublic became the successful band it is today."
2730,Once in a Lifetime Sessions with Snow Patrol,"December 15, 2018",2018,TV-MA,83,"In addition to concert scenes and studio recording sessions, this documentary presents exclusive interviews of the five men from the Irish rock band."
2731,Sad Hill Unearthed,"December 15, 2018",2017,TV-14,83,"An eclectic group of fans of 1966's ""The Good, the Bad and the Ugly"" attempt to restore the cemetery set in Spain where the movie's climax was filmed."
2732,Vanjagar Ulagam,"December 15, 2018",2018,TV-MA,145,Shyam wakes to discover he's suspected in a murder that one journalist believes may have ties to a mysterious gangster.
2733,ROMA,"December 14, 2018",2018,R,135,"Director Alfonso Cuarón delivers a vivid, emotional portrait of domestic life and social hierarchy set against Mexico's political turmoil of the 1970s."
2734,"Out of Many, One","December 12, 2018",2018,TV-PG,35,"In this documentary short, a diverse group of men and women discuss their personal journeys as they prepare for the U.S. citizenship test."
2735,Vir Das: Losing It,"December 11, 2018",2018,TV-MA,68,"The world's got a lot of problems, but Vir Das has a lot of answers as he discusses travel, religion, his childhood and more in this stand-up special."
2736,5 Star Christmas,"December 7, 2018",2018,TV-14,96,"When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy."
2737,Dumplin',"December 7, 2018",2018,PG-13,110,"To prove a point about measuring up and fitting in, Texas teen Willowdean Dickson enters a local pageant run by her ex-beauty queen mom."
2738,Free Rein: The Twelve Neighs of Christmas,"December 7, 2018",2018,TV-G,58,"As Bright Fields preps for its Mistletoe Ball, a broken ornament leads Zoe to a family secret, while Gaby finds herself at the mercy of new boss Mia."
2739,Mowgli: Legend of the Jungle,"December 7, 2018",2018,PG-13,105,An orphaned boy raised by animals in the jungle seizes his destiny while confronting a dangerous enemy – and his own human origins.
2740,ReMastered: Who Killed Jam Master Jay?,"December 7, 2018",2018,TV-MA,59,Run-DMC DJ Jam Master Jay made a huge impact in music and his community. But friends and family still seek closure years after his unsolved murder.
2741,Super Monsters and the Wish Star,"December 7, 2018",2018,TV-Y,28,"Christmas wishes come true for Lobo, whose favorite cousin arrives for a surprise visit, and for Glorb, who wishes he could be everywhere at once!"
2742,The American Meme,"December 7, 2018",2018,TV-MA,98,"Social media stars Paris Hilton, Josh Ostrovsky, Brittany Furlan and Kirill Bichutsky hustle to build online empires – and face the pitfalls of fame."
2743,RUSSELL BRAND: RE:BIRTH,"December 4, 2018",2018,TV-MA,63,Russell Brand gets loquacious in London as he ruminates on the state of the world and marvels over how his life changed the moment he became a father.
2744,Teefa in Trouble,"December 2, 2018",2018,TV-14,155,"A gangster hires goon Teefa to abduct his friend’s daughter for an arranged marriage, but things get tricky when Teefa develops feelings for the girl."
2745,A Beautiful Life,"December 1, 2018",2011,TV-14,122,"After meeting under awkward circumstances, a glamorous businesswoman and a tradition-bound policeman begin a relationship that changes their lives."
2746,Accident,"December 1, 2018",2009,TV-MA,87,A contract killer skilled at staging lethal accidents fears he may be a victim of his own strategy when an accomplice dies in a mysterious mishap.
2747,"Ayotzinapa, el paso de la tortuga","December 1, 2018",2018,TV-MA,73,"Delving into the disappearance of 43 college students in Mexico, this documentary seeks to give justice and a voice to the victims and their families."
2748,Battle,"December 1, 2018",2018,TV-MA,98,"After Amalie's dad goes bankrupt, the young dancer's affluent life collapses. But she finds a new beat to follow after meeting hip-hop dancer Mikael."
2749,Blind Detective,"December 1, 2018",2013,TV-MA,130,"When a cop loses his vision, his detecting skills stay sharp. Luckily, a rookie officer recognizes his extraordinary powers of deduction."
2750,Break Up 100,"December 1, 2018",2014,TV-14,105,"After their 99th breakup, a career woman and her carefree partner open a cafe where customers can put up souvenirs of past relationships."
2751,Chal Bhaag,"December 1, 2018",2014,TV-14,110,Three petty criminals find themselves in a pickle when police wrongly charge them with the murder of an important politician.
2752,Crossroads: One Two Jaga,"December 1, 2018",2018,TV-14,81,"In Kuala Lumpur, an abused domestic worker tries to escape to Indonesia, while an idealistic cop insists on fighting corruption  – at a heavy price."
2753,Don't Go Breaking My Heart,"December 1, 2018",2011,TV-PG,115,"A financial analyst succumbs to a love triangle with a hard-drinking architect and a promiscuous investment bro, who soon becomes her boss."
2754,Don't Go Breaking My Heart 2,"December 1, 2018",2014,TV-14,113,"Zixin is about to marry Qihong, but her gallivanting ex returns to wreak havoc as mistaken identities and love triangles stir up the lovers' paradise."
2755,Faraar,"December 1, 2018",2015,TV-14,146,"When a man is arrested on arrival in America because authorities mistake him for a wanted gangster, a new friend tries to help him prove his innocence."
2756,Helios,"December 1, 2018",2015,TV-14,118,"When master criminal Helios steals a mobile WMD, rival agents from Hong Kong, South Korea and China must join forces to recover the device."
2757,Line Walker,"December 1, 2018",2016,TV-MA,109,A Hong Kong intelligence officer tasked with finding undercover agents whose identities have been erased finds herself in the paths of rival triads.
